##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(транзит);;;x
PROV6659;Gander;Gander;Gander;Gander;Gander;Gander;;;;;X
PROV6660;Grand Bank;Grand Bank;Grand Bank;Grand Bank;Grand Bank;Grand Bank;;;;;X
PROV6661;Stephenville;Stephenville;Stephenville;Stephenville;Stephenville;Stephenville;;;;;X
PROV6662;Channel-Port aux Basques;Channel-Port aux Basques;Channel-Port aux Basques;Channel-Port aux Basques;Channel-Port aux Basques;Channel-Port aux Basques;;;;;X
PROV6663;Botwood;Botwood;Botwood;Botwood;Botwood;Botwood;;;;;X
PROV6664;Rocky Harbour;Rocky Harbour;Rocky Harbour;Rocky Harbour;Rocky Harbour;Rocky Harbour;;;;;X
PROV6665;Cheticamp;Cheticamp;Cheticamp;Cheticamp;Cheticamp;Cheticamp;;;;;X
PROV6666;English River Post;English River Post;English River Post;English River Post;English River Post;English River Post;;;;;X
PROV6667;Moosonee;Moosonee;Moosonee;Moosonee;Moosonee;Moosonee;;;;;X
PROV6668;Attawapiskat;Attawapiskat;Attawapiskat;Attawapiskat;Attawapiskat;Attawapiskat;;;;;X
PROV6669;Winisk;Winisk;Winisk;Winisk;Winisk;Winisk;;;;;X
PROV6670;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;;;;;X
PROV6671;Fraserdale;Fraserdale;Fraserdale;Fraserdale;Fraserdale;Fraserdale;;;;;X
PROV6672;Deer Lake;Deer Lake;Deer Lake;Deer Lake;Deer Lake;Deer Lake;;;;;X
PROV6673;Keewatin;Keewatin;Keewatin;Keewatin;Keewatin;Keewatin;;;;;X
PROV6674;Savant Lake;Savant Lake;Savant Lake;Savant Lake;Savant Lake;Savant Lake;;;;;X
PROV6675;Red Lake;Red Lake;Red Lake;Red Lake;Red Lake;Red Lake;;;;;X
PROV6676;Big Trout Lake;Big Trout Lake;Big Trout Lake;Big Trout Lake;Big Trout Lake;Big Trout Lake;;;;;X
PROV6677;Dryden;Dryden;Dryden;Dryden;Dryden;Dryden;;;;;X
PROV6678;Kenora;Kenora;Kenora;Kenora;Kenora;Kenora;;;;;X
PROV6679;Fort Frances;Fort Frances;Fort Frances;Fort Frances;Fort Frances;Fort Frances;;;;;X
PROV6680;Armstrong;Armstrong;Armstrong;Armstrong;Armstrong;Armstrong;;;;;X
PROV6681;Ignace;Ignace;Ignace;Ignace;Ignace;Ignace;;;;;X
PROV6682;Atikokan;Atikokan;Atikokan;Atikokan;Atikokan;Atikokan;;;;;X
PROV6683;Oba;Oba;Oba;Oba;Oba;Oba;;;;;X
PROV6684;Longlac;Longlac;Longlac;Longlac;Longlac;Longlac;;;;;X
PROV6685;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;Geraldton;;;;;X
PROV6686;Pagwa River;Pagwa River;Pagwa River;Pagwa River;Pagwa River;Pagwa River;;;;;X
PROV6687;Ogoki;Ogoki;Ogoki;Ogoki;Ogoki;Ogoki;;;;;X
PROV6688;Chapleau;Chapleau;Chapleau;Chapleau;Chapleau;Chapleau;;;;;X
PROV6689;Wawa;Wawa;Wawa;Wawa;Wawa;Wawa;;;;;X
PROV6690;Kapuskasing;Kapuskasing;Kapuskasing;Kapuskasing;Kapuskasing;Kapuskasing;;;;;X
PROV6691;North Bay;North Bay;North Bay;North Bay;North Bay;North Bay;;;;;X
PROV6692;Haileybury;Haileybury;Haileybury;Haileybury;Haileybury;Haileybury;;;;;X
PROV6693;Peterborough;Peterborough;Peterborough;Peterborough;Peterborough;Peterborough;;;;;X
PROV6694;Owen Sound;Owen Sound;Owen Sound;Owen Sound;Owen Sound;Owen Sound;;;;;X
PROV6695;Kitchener;Kitchener;Kitchener;Kitchener;Kitchener;Kitchener;;;;;X
PROV6696;London, ON;London, ON;London, ON;London, ON;London, ON;London, ON;;;;;X
PROV6697;Windsor;Windsor;Windsor;Windsor;Windsor;Windsor;;;;;X
PROV6698;Parry Sound;Parry Sound;Parry Sound;Parry Sound;Parry Sound;Parry Sound;;;;;X
PROV6699;Barrie;Barrie;Barrie;Barrie;Barrie;Barrie;;;;;X
PROV6700;Kingston, ON;Kingston, ON;Kingston, ON;Kingston, ON;Kingston, ON;Kingston, ON;;;;;X
PROV6701;Cornwall;Cornwall;Cornwall;Cornwall;Cornwall;Cornwall;;;;;X
PROV6702;Belleville;Belleville;Belleville;Belleville;Belleville;Belleville;;;;;X
PROV6703;Pembroke;Pembroke;Pembroke;Pembroke;Pembroke;Pembroke;;;;;X
PROV6704;Gore Bay;Gore Bay;Gore Bay;Gore Bay;Gore Bay;Gore Bay;;;;;X
PROV6705;Prince of Wales Fort;Prince of Wales Fort;Prince of Wales Fort;Prince of Wales Fort;Prince of Wales Fort;Prince of Wales Fort;;;;;X
PROV6706;Lac Brochet;Lac Brochet;Lac Brochet;Lac Brochet;Lac Brochet;Lac Brochet;;;;;X
PROV6707;Brochet;Brochet;Brochet;Brochet;Brochet;Brochet;;;;;X
PROV6708;The Pas;The Pas;The Pas;The Pas;The Pas;The Pas;;;;;X
PROV6709;Swan River;Swan River;Swan River;Swan River;Swan River;Swan River;;;;;X
PROV6710;Dauphin;Dauphin;Dauphin;Dauphin;Dauphin;Dauphin;;;;;X
PROV6711;Neepawa;Neepawa;Neepawa;Neepawa;Neepawa;Neepawa;;;;;X
PROV6712;Brandon;Brandon;Brandon;Brandon;Brandon;Brandon;;;;;X
PROV6713;Churchill;Churchill;Churchill;Churchill;Churchill;Churchill;;;;;X
PROV6714;Port Nelson;Port Nelson;Port Nelson;Port Nelson;Port Nelson;Port Nelson;;;;;X
PROV6715;Nelson House;Nelson House;Nelson House;Nelson House;Nelson House;Nelson House;;;;;X
PROV6716;York Factory;York Factory;York Factory;York Factory;York Factory;York Factory;;;;;X
PROV6717;Arborg;Arborg;Arborg;Arborg;Arborg;Arborg;;;;;X
PROV6718;Gypsumville;Gypsumville;Gypsumville;Gypsumville;Gypsumville;Gypsumville;;;;;X
PROV6719;Berens River;Berens River;Berens River;Berens River;Berens River;Berens River;;;;;X
PROV6720;Steinbach;Steinbach;Steinbach;Steinbach;Steinbach;Steinbach;;;;;X
PROV6721;Lac du Bonnet;Lac du Bonnet;Lac du Bonnet;Lac du Bonnet;Lac du Bonnet;Lac du Bonnet;;;;;X
PROV6722;Winkler;Winkler;Winkler;Winkler;Winkler;Winkler;;;;;X
PROV6723;Deloraine;Deloraine;Deloraine;Deloraine;Deloraine;Deloraine;;;;;X
PROV6724;Grand Rapids, MB;Grand Rapids, MB;Grand Rapids, MB;Grand Rapids, MB;Grand Rapids, MB;Grand Rapids, MB;;;;;X
PROV6725;Fond-du-Lac;Fond-du-Lac;Fond-du-Lac;Fond-du-Lac;Fond-du-Lac;Fond-du-Lac;;;;;X
PROV6726;La Loche;La Loche;La Loche;La Loche;La Loche;La Loche;;;;;X
PROV6727;Pierceland;Pierceland;Pierceland;Pierceland;Pierceland;Pierceland;;;;;X
PROV6728;Meadow Lake;Meadow Lake;Meadow Lake;Meadow Lake;Meadow Lake;Meadow Lake;;;;;X
PROV6729;Kindersley;Kindersley;Kindersley;Kindersley;Kindersley;Kindersley;;;;;X
PROV6730;Eston;Eston;Eston;Eston;Eston;Eston;;;;;X
PROV6731;Swift Current;Swift Current;Swift Current;Swift Current;Swift Current;Swift Current;;;;;X
PROV6732;Maple Creek;Maple Creek;Maple Creek;Maple Creek;Maple Creek;Maple Creek;;;;;X
PROV6733;Stanley Mission;Stanley Mission;Stanley Mission;Stanley Mission;Stanley Mission;Stanley Mission;;;;;X
PROV6734;Southend;Southend;Southend;Southend;Southend;Southend;;;;;X
PROV6735;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;;;;;X
PROV6736;La Ronge;La Ronge;La Ronge;La Ronge;La Ronge;La Ronge;;;;;X
PROV6737;Choiceland;Choiceland;Choiceland;Choiceland;Choiceland;Choiceland;;;;;X
PROV6738;Prince Albert;Prince Albert;Prince Albert;Prince Albert;Prince Albert;Prince Albert;;;;;X
PROV6739;North Battleford;North Battleford;North Battleford;North Battleford;North Battleford;North Battleford;;;;;X
PROV6740;Pinehouse;Pinehouse;Pinehouse;Pinehouse;Pinehouse;Pinehouse;;;;;X
PROV6741;Battleford;Battleford;Battleford;Battleford;Battleford;Battleford;;;;;X
PROV6742;Nipawin;Nipawin;Nipawin;Nipawin;Nipawin;Nipawin;;;;;X
PROV6743;Sandy Bay;Sandy Bay;Sandy Bay;Sandy Bay;Sandy Bay;Sandy Bay;;;;;X
PROV6744;Humboldt;Humboldt;Humboldt;Humboldt;Humboldt;Humboldt;;;;;X
PROV6745;Yorkton;Yorkton;Yorkton;Yorkton;Yorkton;Yorkton;;;;;X
PROV6746;Kamsack;Kamsack;Kamsack;Kamsack;Kamsack;Kamsack;;;;;X
PROV6747;Regina Beach;Regina Beach;Regina Beach;Regina Beach;Regina Beach;Regina Beach;;;;;X
PROV6748;Assiniboia;Assiniboia;Assiniboia;Assiniboia;Assiniboia;Assiniboia;;;;;X
PROV6749;Moose Jaw;Moose Jaw;Moose Jaw;Moose Jaw;Moose Jaw;Moose Jaw;;;;;X
PROV6750;Carlyle;Carlyle;Carlyle;Carlyle;Carlyle;Carlyle;;;;;X
PROV6751;Moosomin;Moosomin;Moosomin;Moosomin;Moosomin;Moosomin;;;;;X
PROV6752;Weyburn;Weyburn;Weyburn;Weyburn;Weyburn;Weyburn;;;;;X
PROV6753;Surrey;Surrey;Surrey;Surrey;Surrey;Surrey;;;;;X
PROV6754;Kamloops;Kamloops;Kamloops;Kamloops;Kamloops;Kamloops;;;;;X
PROV6755;Nanaimo;Nanaimo;Nanaimo;Nanaimo;Nanaimo;Nanaimo;;;;;X
PROV6756;Campbell River;Campbell River;Campbell River;Campbell River;Campbell River;Campbell River;;;;;X
PROV6757;Cranbrook;Cranbrook;Cranbrook;Cranbrook;Cranbrook;Cranbrook;;;;;X
PROV6758;Port Alberni;Port Alberni;Port Alberni;Port Alberni;Port Alberni;Port Alberni;;;;;X
PROV6759;Salmon Arm;Salmon Arm;Salmon Arm;Salmon Arm;Salmon Arm;Salmon Arm;;;;;X
PROV6760;Dawson Creek;Dawson Creek;Dawson Creek;Dawson Creek;Dawson Creek;Dawson Creek;;;;;X
PROV6761;Williams Lake;Williams Lake;Williams Lake;Williams Lake;Williams Lake;Williams Lake;;;;;X
PROV6762;Quesnel;Quesnel;Quesnel;Quesnel;Quesnel;Quesnel;;;;;X
PROV6763;Nelson, BC;Nelson, BC;Nelson, BC;Nelson, BC;Nelson, BC;Nelson, BC;;;;;X
PROV6764;Revelstoke;Revelstoke;Revelstoke;Revelstoke;Revelstoke;Revelstoke;;;;;X
PROV6765;Squamish;Squamish;Squamish;Squamish;Squamish;Squamish;;;;;X
PROV6766;Summerland;Summerland;Summerland;Summerland;Summerland;Summerland;;;;;X
PROV6767;Kitimat;Kitimat;Kitimat;Kitimat;Kitimat;Kitimat;;;;;X
PROV6768;Sechelt;Sechelt;Sechelt;Sechelt;Sechelt;Sechelt;;;;;X
PROV6769;Vanderhoof;Vanderhoof;Vanderhoof;Vanderhoof;Vanderhoof;Vanderhoof;;;;;X
PROV6770;Fort St. James;Fort St. James;Fort St. James;Fort St. James;Fort St. James;Fort St. James;;;;;X
PROV6771;Stewart;Stewart;Stewart;Stewart;Stewart;Stewart;;;;;X
PROV6772;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;;;;;X
PROV6773;Atlin;Atlin;Atlin;Atlin;Atlin;Atlin;;;;;X
PROV6774;Port Hardy;Port Hardy;Port Hardy;Port Hardy;Port Hardy;Port Hardy;;;;;X
PROV6775;Clinton;Clinton;Clinton;Clinton;Clinton;Clinton;;;;;X
PROV6776;Bend;Bend;Bend;Bend;Bend;Bend;;;;;X
PROV6777;Yale;Yale;Yale;Yale;Yale;Yale;;;;;X
PROV6778;Tahltan;Tahltan;Tahltan;Tahltan;Tahltan;Tahltan;;;;;X
PROV6779;Iskut River;Iskut River;Iskut River;Iskut River;Iskut River;Iskut River;;;;;X
PROV6780;Bennett;Bennett;Bennett;Bennett;Bennett;Bennett;;;;;X
PROV6781;Lower Post;Lower Post;Lower Post;Lower Post;Lower Post;Lower Post;;;;;X
PROV6782;Fort Nelson;Fort Nelson;Fort Nelson;Fort Nelson;Fort Nelson;Fort Nelson;;;;;X
PROV6783;Bella Bella;Bella Bella;Bella Bella;Bella Bella;Bella Bella;Bella Bella;;;;;X
PROV6784;Rivers Inlet;Rivers Inlet;Rivers Inlet;Rivers Inlet;Rivers Inlet;Rivers Inlet;;;;;X
PROV6785;Hanceville;Hanceville;Hanceville;Hanceville;Hanceville;Hanceville;;;;;X
PROV6786;Alexis Creek;Alexis Creek;Alexis Creek;Alexis Creek;Alexis Creek;Alexis Creek;;;;;X
PROV6787;Dawson City;Dawson City;Dawson City;Dawson City;Dawson City;Dawson City;;;;;X
PROV6788;Carmacks;Carmacks;Carmacks;Carmacks;Carmacks;Carmacks;;;;;X
PROV6789;Mayo;Mayo;Mayo;Mayo;Mayo;Mayo;;;;;X
PROV6790;Teslin;Teslin;Teslin;Teslin;Teslin;Teslin;;;;;X
PROV6791;Burwash Landing;Burwash Landing;Burwash Landing;Burwash Landing;Burwash Landing;Burwash Landing;;;;;X
PROV6792;Two and One-Half Mile Village;Two and One-Half Mile Village;Two and One-Half Mile Village;Two and One-Half Mile Village;Two and One-Half Mile Village;Two and One-Half Mile Village;;;;;X
PROV6793;Forty Mile;Forty Mile;Forty Mile;Forty Mile;Forty Mile;Forty Mile;;;;;X
PROV6794;Hay River;Hay River;Hay River;Hay River;Hay River;Hay River;;;;;X
PROV6795;Fort Smith, NT;Fort Smith, NT;Fort Smith, NT;Fort Smith, NT;Fort Smith, NT;Fort Smith, NT;;;;;X
PROV6796;Rae;Rae;Rae;Rae;Rae;Rae;;;;;X
PROV6797;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;;;;;X
PROV6798;Fort McPherson;Fort McPherson;Fort McPherson;Fort McPherson;Fort McPherson;Fort McPherson;;;;;X
PROV6799;Fort Providence;Fort Providence;Fort Providence;Fort Providence;Fort Providence;Fort Providence;;;;;X
PROV6800;Snowdrift;Snowdrift;Snowdrift;Snowdrift;Snowdrift;Snowdrift;;;;;X
PROV6801;Fort Reliance;Fort Reliance;Fort Reliance;Fort Reliance;Fort Reliance;Fort Reliance;;;;;X
PROV6802;Red Deer;Red Deer;Red Deer;Red Deer;Red Deer;Red Deer;;;;;X
PROV6803;Lethbridge;Lethbridge;Lethbridge;Lethbridge;Lethbridge;Lethbridge;;;;;X
PROV6804;Medicine Hat;Medicine Hat;Medicine Hat;Medicine Hat;Medicine Hat;Medicine Hat;;;;;X
PROV6805;Airdrie;Airdrie;Airdrie;Airdrie;Airdrie;Airdrie;;;;;X
PROV6806;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;;;;;X
PROV6807;Leduc;Leduc;Leduc;Leduc;Leduc;Leduc;;;;;X
PROV6808;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;;;;;X
PROV6809;Brooks;Brooks;Brooks;Brooks;Brooks;Brooks;;;;;X
PROV6810;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;;;;;X
PROV6811;Hinton;Hinton;Hinton;Hinton;Hinton;Hinton;;;;;X
PROV6812;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;;;;;X
PROV6813;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;;;;;X
PROV6814;Peace River;Peace River;Peace River;Peace River;Peace River;Peace River;;;;;X
PROV6815;Meander River;Meander River;Meander River;Meander River;Meander River;Meander River;;;;;X
PROV6816;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;;;;;X
PROV6817;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;;;;;X
PROV6818;Westlock;Westlock;Westlock;Westlock;Westlock;Westlock;;;;;X
PROV6819;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;;;;;X
PROV6820;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;;;;;X
PROV6821;High Level;High Level;High Level;High Level;High Level;High Level;;;;;X
PROV6822;Fairview;Fairview;Fairview;Fairview;Fairview;Fairview;;;;;X
PROV6823;Hanna;Hanna;Hanna;Hanna;Hanna;Hanna;;;;;X
PROV6824;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;;;;;X
PROV6825;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;;;;;X
PROV6826;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;;;;;X
PROV6827;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;;;;;X
PROV6828;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;;;;;X
PROV6829;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;;;;;X
PROV6830;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;;;;;X
PROV6831;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;;;;;X
PROV6832;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;;;;;X
PROV6833;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;;;;;X
PROV6834;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;;;;;X
PROV6835;Padlei;Padlei;Padlei;Padlei;Padlei;Padlei;;;;;X
PROV6836;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;;;;;X
PROV6837;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;;;;;X
PROV6838;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;;;;;X
PROV6839;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;;;;;X
PROV6840;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;;;;;X
PROV6841;South Camp;South Camp;South Camp;South Camp;South Camp;South Camp;;;;;X
PROV6842;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;;;;;X
PROV6843;Haines;Haines;Haines;Haines;Haines;Haines;;;;;X
PROV6844;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;;;;;X
PROV6845;Sitka;Sitka;Sitka;Sitka;Sitka;Sitka;;;;;X
PROV6846;Angoon;Angoon;Angoon;Angoon;Angoon;Angoon;;;;;X
PROV6847;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;;;;;X
PROV6848;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;;;;;X
PROV6849;Craig;Craig;Craig;Craig;Craig;Craig;;;;;X
PROV6850;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;;;;;X
PROV6851;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;;;;;X
PROV6852;Valdez;Valdez;Valdez;Valdez;Valdez;Valdez;;;;;X
PROV6853;Palmer;Palmer;Palmer;Palmer;Palmer;Palmer;;;;;X
PROV6854;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;;;;;X
PROV6855;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;;;;;X
PROV6856;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;;;;;X
PROV6857;Bethel;Bethel;Bethel;Bethel;Bethel;Bethel;;;;;X
PROV6858;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;;;;;X
PROV6859;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;;;;;X
PROV6860;Nome;Nome;Nome;Nome;Nome;Nome;;;;;X
PROV6861;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;;;;;X
PROV6862;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;;;;;X
PROV6863;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;;;;;X
PROV6864;Eagle;Eagle;Eagle;Eagle;Eagle;Eagle;;;;;X
PROV6865;Nenana;Nenana;Nenana;Nenana;Nenana;Nenana;;;;;X
PROV6866;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;;;;;X
PROV6867;Naknek;Naknek;Naknek;Naknek;Naknek;Naknek;;;;;X
PROV6868;Kenai;Kenai;Kenai;Kenai;Kenai;Kenai;;;;;X
PROV6869;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;;;;;X
PROV6870;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;;;;;X
PROV6871;Chignik;Chignik;Chignik;Chignik;Chignik;Chignik;;;;;X
PROV6872;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;;;;;X
PROV6873;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;;;;;X
PROV6874;False Pass;False Pass;False Pass;False Pass;False Pass;False Pass;;;;;X
PROV6875;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;;;;;X
PROV6876;Atka;Atka;Atka;Atka;Atka;Atka;;;;;X
PROV6877;Adak;Adak;Adak;Adak;Adak;Adak;;;;;X
PROV6878;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;;;;;X
PROV6879;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;;;;;X
PROV6880;Gambell;Gambell;Gambell;Gambell;Gambell;Gambell;;;;;X
PROV6881;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;;;;;X
PROV6882;;;;;;;;;;;X
PROV6883;;;;;;;;;;;X
PROV6884;;;;;;;;;;;X
PROV6885;;;;;;;;;;;X
PROV6886;;;;;;;;;;;X
PROV6887;;;;;;;;;;;X
PROV6888;;;;;;;;;;;X
PROV6889;;;;;;;;;;;X
PROV6890;;;;;;;;;;;X
PROV6891;;;;;;;;;;;X
PROV6892;;;;;;;;;;;X
PROV6893;;;;;;;;;;;X
PROV6894;;;;;;;;;;;X
PROV6895;;;;;;;;;;;X
PROV6896;;;;;;;;;;;X
PROV6897;;;;;;;;;;;X
PROV6898;;;;;;;;;;;X
PROV6899;;;;;;;;;;;X
PROV6900;;;;;;;;;;;X
PROV6901;;;;;;;;;;;X
PROV6902;;;;;;;;;;;X
PROV6903;;;;;;;;;;;X
PROV6904;;;;;;;;;;;X
PROV6905;;;;;;;;;;;X
PROV6906;;;;;;;;;;;X
PROV6907;;;;;;;;;;;X
PROV6908;;;;;;;;;;;X
PROV6909;;;;;;;;;;;X
PROV6910;;;;;;;;;;;X
PROV6911;;;;;;;;;;;X
PROV6912;;;;;;;;;;;X
PROV6913;;;;;;;;;;;X
PROV6914;;;;;;;;;;;X
PROV6915;;;;;;;;;;;X
PROV6916;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;;;;;X
PROV6917;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;;;;;X
PROV6918;Samos;Samos;Samos;Samos;Samos;Samos;;;;;X
PROV6919;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;;;;;X
PROV6920;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;;;;;X
PROV6921;Mandi;Mandi;Mandi;Mandi;Mandi;Mandi;;;;;X
PROV6922;Chini;Chini;Chini;Chini;Chini;Chini;;;;;X
PROV6923;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;;;;;X
PROV6924;Ibb;Ibb;Ibb;Ibb;Ibb;Ibb;;;;;X
PROV6925;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;;;;;X
PROV6926;Sabya;Sabya;Sabya;Sabya;Sabya;Sabya;;;;;X
PROV6927;Farasan;Farasan;Farasan;Farasan;Farasan;Farasan;;;;;X
PROV6928;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;;;;;X
PROV6929;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;;;;;X
PROV6930;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;;;;;X
PROV6931;Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';;;;;X
PROV6932;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;;;;;X
PROV6933;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;;;;;X
PROV6934;Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';;;;;X
PROV6935;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;;;;;X
PROV6936;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;;;;;X
PROV6937;Ola;Ola;Ola;Ola;Ola;Ola;;;;;X
PROV6938;Cadale;Cadale;Cadale;Cadale;Cadale;Cadale;;;;;X
PROV6939;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;;;;;X
PROV6940;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;;;;;X
PROV6941;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;;;;;X
PROV6942;Qardho;Qardho;Qardho;Qardho;Qardho;Qardho;;;;;X
PROV6943;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;;;;;X
PROV6944;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;;;;;X
PROV6945;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;;;;;X
PROV6946;Villa Chнnipas de Almada;Villa Chнnipas de Almada;Villa Chнnipas de Almada;Villa Chнnipas de Almada;Villa Chнnipas de Almada;Villa Chнnipas de Almada;;;;;X
PROV6947;Ascension;Ascension;Ascension;Ascension;Ascension;Ascension;;;;;X
PROV6948;Madha';Madha';Madha';Madha';Madha';Madha';;;;;X
PROV6949;Gulco;Gulco;Gulco;Gulco;Gulco;Gulco;;;;;X
PROV6950;Talas;Talas;Talas;Talas;Talas;Talas;;;;;X
PROV6951;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;;;;;X
PROV6952;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;;;;;X
PROV6953;Sardim;Sardim;Sardim;Sardim;Sardim;Sardim;;;;;X
PROV6954;Arys;Arys;Arys;Arys;Arys;Arys;;;;;X
PROV6955;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;;;;;X
PROV6956;Agirma;Agirma;Agirma;Agirma;Agirma;Agirma;;;;;X
PROV6957;Toretam;Toretam;Toretam;Toretam;Toretam;Toretam;;;;;X
